,titolo,titolo_processed,zona,zona_processed,città,distanza_centro,prezzo,numero_notti,numero_persone,inizio_permanenza,fine_permanenza,recensione_voto_numerico,recensione_voto_parola,numero_recensioni,date,permanenza,indirizzo,valutazione,inizio_permanenza_datetime,fine_permanenza_datetime
178,Madison Hotel,hotel madison,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,124,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,6.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
179,Hotel Santa Costanza by OMNIA hotels,by costanza hotel hotels omnia santa,Nomentano,nomentano, Roma ,1.8,133,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,547.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,8 km dal centro",4.0,2025-01-08,2025-02-08
180,Hotel San Remo,hotel remo san,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,127,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,3394.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
181,Hotel Saint John,hotel john saint,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,167,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,375.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
182,Hotel Chopin,chopin hotel,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,21.5,147,1.0,2.0,01-08-25,02-08-25,"7,3",Ottimo,3031.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 21,5 km dal centro",3.0,2025-01-08,2025-02-08
183,Hotel Mozart,hotel mozart,Piazza di Spagna,spagna, Roma ,0.0,232,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,294.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
184,Camelia Hotel,camelia hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,133,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1819.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
185,Donna Camilla Savelli,camilla donna savelli,Trastevere,trastevere, Roma ,0.073,216,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,2858.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 73 m dal centro",4.0,2025-01-08,2025-02-08
186,RESIDENZA 62,62 residenza,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,234,1.0,2.0,01-08-25,02-08-25,"9,4",Eccezionale,916.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
187,Hotel 87 eighty-seven,87 eighty hotel seven,Piazza di Spagna,spagna, Roma ,0.0,215,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,3253.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
188,Hotel Domidea,domidea hotel,Roma Est,est, Roma ,6.8,174,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1240.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 6,8 km dal centro",4.0,2025-01-08,2025-02-08
189,Navona Stay,navona stay,Pantheon,pantheon, Roma ,0.0,206,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,96.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
190,Roma Scout Center,center scout,Nomentano,nomentano, Roma ,1.6,172,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,3532.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,6 km dal centro",3.0,2025-01-08,2025-02-08
191,Floris Hotel,floris hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,215,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,412.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
192,Four Rivers Suites,four rivers suites,Piazza Navona,navona, Roma ,0.0,226,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1305.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
193,Boutique Hotel Trevi,boutique hotel trevi,Fontana di Trevi,trevi, Roma ,0.0,185,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,300.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
194,Sleep'n go Hotel,go hotel n sleep,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,21.5,123,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,1692.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 21,5 km dal centro",3.0,2025-01-08,2025-02-08
195,Pineta Palace Hotel,hotel palace pineta,Trionfale,trionfale, Roma ,2.7,124,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,1437.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 2,7 km dal centro",4.0,2025-01-08,2025-02-08
196,Palace Rome,palace,Roma Est,est, Roma ,7.3,73,1.0,2.0,01-08-25,02-08-25,"7,6",Ottimo,95.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 7,3 km dal centro",3.0,2025-01-08,2025-02-08
197,San Giusto Hotel,giusto hotel san,Nomentano,nomentano, Roma ,1.5,171,1.0,2.0,01-08-25,02-08-25,"7,6",Ottimo,4123.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,5 km dal centro",3.0,2025-01-08,2025-02-08
198,Relais Tiburtina,relais tiburtina,Nomentano,nomentano, Roma ,1.9,132,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,774.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,9 km dal centro",3.0,2025-01-08,2025-02-08
199,Aphrodite Hotel,aphrodite hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,165,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,1024.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
200,Hostel Mosaic,hostel mosaic,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,109,1.0,2.0,01-08-25,02-08-25,"7,5",Ottimo,237.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",1.0,2025-01-08,2025-02-08
201,Flower Garden Hotel,flower garden hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,177,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,2367.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
202,Hotel Navona,hotel navona,Pantheon,pantheon, Roma ,0.0,178,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,415.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
203,Rome Life Hotel,hotel life,Monti,monti, Roma ,0.0,239,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,743.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
204,FoffoSuite,foffosuite,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,129,1.0,2.0,01-08-25,02-08-25,"9,5",Eccezionale,15.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
205,Hotel Geo,geo hotel,Roma Est,est, Roma ,1.4,92,1.0,2.0,01-08-25,02-08-25,"7,5",Ottimo,456.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 1,4 km dal centro",3.0,2025-01-08,2025-02-08
206,Yes Hotel,hotel yes,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,171,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,1401.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
207,Hotel Virgilio,hotel virgilio,Monti,monti, Roma ,0.0,156,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,39.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
208,CC Palace Hotel,cc hotel palace,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,314,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,921.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
209,Residenza Giustiniani,giustiniani residenza,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,140,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,333.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
210,Maison Spagna Suite,maison spagna suite,Piazza di Spagna,spagna, Roma ,0.0,165,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,676.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
211,Al Manthia Hotel,al hotel manthia,Fontana di Trevi,trevi, Roma ,0.0,161,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,983.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
212,Casa San Giuseppe,casa giuseppe san,Appio Latino,appio latino, Roma ,0.6,120,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,2439.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Appio Latino, Roma - A 0,6 km dal centro",3.0,2025-01-08,2025-02-08
213,Hotel Rimini,hotel rimini,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,96,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,1636.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
214,The Place to be &B,b be place the to,Nomentano,nomentano, Roma ,3.2,98,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,15.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 3,2 km dal centro",3.0,2025-01-08,2025-02-08
215,Domus Sessoriana,domus sessoriana,Appio Latino,appio latino, Roma ,,118,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,104.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Appio Latino, Roma ",3.0,2025-01-08,2025-02-08
216,Hotel 55 Fiftyfive,55 fiftyfive hotel,Piazza di Spagna,spagna, Roma ,0.0,188,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,208.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
217,Profumo Maison Colosseo,colosseo maison profumo,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,163,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,143.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
218,Kolbe Rome Hotel,hotel kolbe,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,220,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,582.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
219,"Hotel Midas Roma, a member of Barceló Hotel Group",a barceló group hotel hotel member midas of,Aurelio e Monteverde,aurelio monteverde, Roma ,4.6,350,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,2066.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 4,6 km dal centro",4.0,2025-01-08,2025-02-08
220,Best Western Hotel President,best hotel president western,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,215,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,4057.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
221,At Home Townhouse - Filiberto,at filiberto home townhouse,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,164,1.0,2.0,01-08-25,02-08-25,"9,4",Eccezionale,1243.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
222,Domus Getsemani,domus getsemani,Città del Vaticano,vaticano, Roma ,0.4,129,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,1544.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,4 km dal centro",3.0,2025-01-08,2025-02-08
223,Hotel Smeraldo,hotel smeraldo,Pantheon,pantheon, Roma ,0.0,217,1.0,2.0,01-08-25,02-08-25,"9,5",Eccezionale,27.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
224,c-hotels Fiume,c fiume hotels,Via Veneto,via veneto, Roma ,0.097,136,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,1911.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - A 97 m dal centro",4.0,2025-01-08,2025-02-08
225,Hotel Arcangelo,arcangelo hotel,Città del Vaticano,vaticano, Roma ,0.0,153,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,1560.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
226,Dei Mellini Hotel,dei hotel mellini,Città del Vaticano,vaticano, Roma ,0.0,191,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,620.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
227,Hotel Hiberia,hiberia hotel,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,228,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,4641.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
228,Tullia and Prisca Relais Guest House,and guest house prisca relais tullia,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,145,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,690.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
229,Terminal guest house 24,24 guest house terminal,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,64,1.0,2.0,01-08-25,02-08-25,"6,0",Buono,10.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
230,Trastevere Gallery Suites,gallery suites trastevere,Trastevere,trastevere, Roma ,1.2,138,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,818.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 1,2 km dal centro",4.0,2025-01-08,2025-02-08
231,Hotel Dina,dina hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,92,1.0,2.0,01-08-25,02-08-25,"7,0",Ottimo,93.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
232,UNA HOTELS Trastevere Roma,hotels trastevere una,Trastevere,trastevere, Roma ,0.0,244,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,2543.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
233,Hotel Area,area hotel,Eur e Garbatella,eur garbatella, Roma ,4.2,133,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,5586.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 4,2 km dal centro",4.0,2025-01-08,2025-02-08
234,Novotel Roma Est,est novotel,Roma Est,est, Roma ,9.7,143,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,420.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 9,7 km dal centro",4.0,2025-01-08,2025-02-08
235,Eliseo Hotel,eliseo hotel,Piazza di Spagna,spagna, Roma ,0.0,144,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,355.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
236,The Liberty Boutique Hotel,boutique hotel liberty the,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,317,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,1130.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
237,Best Western Hotel Astrid,astrid best hotel western,Flaminio e Parioli,flaminio parioli, Roma ,1.1,123,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,3012.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Flaminio e Parioli, Roma - A 1,1 km dal centro",3.0,2025-01-08,2025-02-08
238,Villa Eur Parco Dei Pini,dei eur parco pini villa,Eur e Garbatella,eur garbatella, Roma ,6.6,129,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,4784.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 6,6 km dal centro",3.0,2025-01-08,2025-02-08
239,Hotel Martini,hotel martini,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,135,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,868.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
240,Hotel Santa Maura,hotel maura santa,Appio Latino,appio latino, Roma ,6.9,117,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,1496.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Appio Latino, Roma - A 6,9 km dal centro",3.0,2025-01-08,2025-02-08
241,B&B Evergreen,b b evergreen,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,120,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,1165.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
242,Courtyard Rome Central Park,central courtyard park,Trionfale,trionfale, Roma ,2.7,215,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1415.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 2,7 km dal centro",4.0,2025-01-08,2025-02-08
243,Grand Hotel Plaza,grand hotel plaza,Piazza di Spagna,spagna, Roma ,0.0,345,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,565.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
244,Splendor Suite Rome Guest House,guest house splendor suite,Piazza di Spagna,spagna, Roma ,0.0,218,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,42.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
245,Hotel Medici,hotel medici,Via Veneto,via veneto, Roma ,0.0,156,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,2697.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
246,Relais Indipendenza,indipendenza relais,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,111,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,13.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
247,Bhr Cavour 150,150 bhr cavour,Monti,monti, Roma ,0.0,122,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,332.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
248,Palladium Palace Hotel,hotel palace palladium,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,164,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1031.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
249,Hotel Tritone,hotel tritone,Fontana di Trevi,trevi, Roma ,0.0,382,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,788.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
250,Hilton Rome Eur La Lama,eur hilton la lama,Eur e Garbatella,eur garbatella, Roma ,5.9,172,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,2144.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 5,9 km dal centro",4.0,2025-01-08,2025-02-08
251,QC Termeroma Spa and Resort,and qc resort spa terme,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,20.2,318,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,2131.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 20,2 km dal centro",5.0,2025-01-08,2025-02-08
252,Hotel Assisi,assisi hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,92,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,559.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
253,Gialli Vatican Guesthouse,gialli guesthouse vatican,Città del Vaticano,vaticano, Roma ,0.0,139,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,677.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
254,Roma Resort Colosseum,colosseum resort,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,145,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,118.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
255,Orange Hotel,hotel orange,Città del Vaticano,vaticano, Roma ,0.0,178,1.0,2.0,01-08-25,02-08-25,"7,4",Ottimo,163.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
256,Hotel Orlanda,hotel orlanda,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,143,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,996.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
257,Katrina's Home alloggio turistico,alloggio home katrina s turistico,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,22.5,100,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,231.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 22,5 km dal centro",4.0,2025-01-08,2025-02-08
258,Hotel 77 Seventy-seven,77 hotel seven seventy,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,172,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,45.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
259,Hotel Villa Pinciana,hotel pinciana villa,Via Veneto,via veneto, Roma ,0.0,165,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,799.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
260,FH Grand Hotel Palatino,fh grand hotel palatino,Monti,monti, Roma ,0.0,247,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,5131.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
261,B&B Domus Liberius Roma,b b domus liberius,Monti,monti, Roma ,0.0,193,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,468.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
262,Quality Hotel Nova Domus,domus hotel nova quality,Città del Vaticano,vaticano, Roma ,0.3,94,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,105.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,3 km dal centro",4.0,2025-01-08,2025-02-08
263,Imperium Suite Navona,imperium navona suite,Piazza Navona,navona, Roma ,0.0,116,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,567.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
264,Hotel Intorno Al Fico,al fico hotel intorno,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,22.6,170,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,1448.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 22,6 km dal centro",3.0,2025-01-08,2025-02-08
265,Seven Kings Relais,kings relais seven,Via Veneto,via veneto, Roma ,0.0,204,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,122.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
266,AmoromaSuite,amoromasuite,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,117,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,12.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
267,Hotel Concordia,concordia hotel,Piazza di Spagna,spagna, Roma ,0.0,147,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,567.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
268,Hotel Sirenetta,hotel sirenetta,Ostia,ostia, Roma ,23.4,151,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,5464.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 23,4 km dal centro",3.0,2025-01-08,2025-02-08
269,Residence Maximus,maximus residence,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,182,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1170.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
